views_int,views,ai_comment_mentions,comments_scanned,comments,norwegian_score,title,channel,channel_country,default_language,default_audio_language,url,duration,upload_date,found_by_queries,norwegian_reasons,norwegian_markers_found,ai_markers_in_metadata,subscribers,channel_video_count,comment_scan_error,ai_comment_texts
1497,1497,NOT_SCANNED,NOT_SCANNED,1,19,Hvem får være etnisk norsk?,Økonomiamatørene,NO,no,no,https://www.youtube.com/shorts/Lrc4dcs9uAk,0:58,2025-09-11T13:00:45Z,norsk,channel_country=NO; defaultLanguage=no; defaultAudioLanguage=no; Norwegian markers in title/description/channel; found by broad Norway/Norwegian seed query,norsk; og; å; æ; ø,,2190,483,,
1496,1496,NOT_SCANNED,NOT_SCANNED,0,15,Den norske komplimenten#Vitser #shorts #Humor #Norsk humor #Latter #Norske vitser,Vitser uten grenser,NO,no,,https://www.youtube.com/shorts/Dwg45C6sWsM,0:07,2026-03-02T12:37:23Z,norske,channel_country=NO; defaultLanguage=no; Norwegian markers in title/description/channel; found by broad Norway/Norwegian seed query,abonner; den; du; med; norsk; norske; og; på; til; velkommen; å,,144,219,,
1496,1496,NOT_SCANNED,NOT_SCANNED,0,15,Den smarte sauen #Vitser #shorts #Humor #Norsk humor #Latter #Norske vitser,Vitser uten grenser,NO,no,,https://www.youtube.com/shorts/kRETBPTyhNo,0:07,2025-09-18T13:13:23Z,norske,channel_country=NO; defaultLanguage=no; Norwegian markers in title/description/channel; found by broad Norway/Norwegian seed query,abonner; den; du; med; norsk; og; på; til; velkommen; å,,144,219,,
1494,1494,NOT_SCANNED,NOT_SCANNED,0,6,Japanere prøver Vepsebol! #norge #japan #godteri #norsk #japan,Claude Bonde,,no,,https://www.youtube.com/shorts/JP4rmhRoPSU,1:42,2026-06-13T14:58:56Z,norsk,defaultLanguage=no; Norwegian markers in title/description/channel; found by broad Norway/Norwegian seed query,ø,,32,20,,
1470,1470,NOT_SCANNED,NOT_SCANNED,0,15,På fisketuren #Vitser #shorts #Humor #Norsk humor #Latter #Norske vitser,Vitser uten grenser,NO,no,,https://www.youtube.com/shorts/tI7eOdxd5PI,0:07,2025-08-20T18:37:28Z,norske,channel_country=NO; defaultLanguage=no; Norwegian markers in title/description/channel; found by broad Norway/Norwegian seed query,abonner; du; med; norsk; og; på; til; velkommen; å,,144,219,,
1469,1469,NOT_SCANNED,NOT_SCANNED,0,15,Den distré bonden #Vitser #shorts #Humor #Norsk humor #Latter #Norske vitser,Vitser uten grenser,NO,no,,https://www.youtube.com/shorts/F9h3GfUxQHI,0:07,2025-07-02T09:28:35Z,norske,channel_country=NO; defaultLanguage=no; Norwegian markers in title/description/channel; found by broad Norway/Norwegian seed query,abonner; den; du; med; norsk; og; på; til; velkommen; å,,144,219,,
1466,1466,NOT_SCANNED,NOT_SCANNED,1,15,Den lure studenten #Vitser #shorts #Humor #Norsk humor #Latter #Norske vitser,Vitser uten grenser,NO,no,,https://www.youtube.com/shorts/B-Y950ODrJ8,0:07,2025-07-02T09:28:58Z,norske,channel_country=NO; defaultLanguage=no; Norwegian markers in title/description/channel; found by broad Norway/Norwegian seed query,abonner; den; du; med; norsk; og; på; til; velkommen; å,,144,219,,
1464,1464,NOT_SCANNED,NOT_SCANNED,0,15,Den rolige køen#Vitser #shorts #Humor #Norsk humor #Latter #Norske vitser,Vitser uten grenser,NO,no,,https://www.youtube.com/shorts/Mo5wDNcVs-Y,0:07,2026-01-15T11:42:34Z,norske,channel_country=NO; defaultLanguage=no; Norwegian markers in title/description/channel; found by broad Norway/Norwegian seed query,abonner; den; du; med; norsk; og; på; til; velkommen; å; ø,,144,219,,
1460,1460,NOT_SCANNED,NOT_SCANNED,0,15,Kjøleskapet med personlighet #Vitser #shorts #Humor #Norsk humor #Latter #Norske vitser,Vitser uten grenser,NO,no,,https://www.youtube.com/shorts/yuGmo2rVrl4,0:07,2025-07-02T09:29:15Z,norske,channel_country=NO; defaultLanguage=no; Norwegian markers in title/description/channel; found by broad Norway/Norwegian seed query,abonner; du; med; norsk; og; på; til; velkommen; å; ø,,144,219,,
1459,1459,NOT_SCANNED,NOT_SCANNED,0,15,Den kloke fiskeren #Vitser #shorts #Humor #Norsk humor #Latter #Norske vitser,Vitser uten grenser,NO,no,,https://www.youtube.com/shorts/43vOGAVYbdo,0:07,2025-06-27T06:11:38Z,norske,channel_country=NO; defaultLanguage=no; Norwegian markers in title/description/channel; found by broad Norway/Norwegian seed query,abonner; den; du; med; norsk; og; på; til; velkommen; å,,144,219,,
1456,1456,NOT_SCANNED,NOT_SCANNED,0,15,Elgen på veien #Vitser #shorts #Humor #Norsk humor #Latter #Norske vitser,Vitser uten grenser,NO,no,,https://www.youtube.com/shorts/qs9EWXteX3o,0:07,2025-07-12T09:08:41Z,norske,channel_country=NO; defaultLanguage=no; Norwegian markers in title/description/channel; found by broad Norway/Norwegian seed query,abonner; du; med; norsk; og; på; til; velkommen; å,,144,219,,
1451,1451,NOT_SCANNED,NOT_SCANNED,0,15,Den perfekte unnskyldningen #Vitser #shorts #Humor #Norsk humor #Latter #Norske vitser,Vitser uten grenser,NO,no,,https://www.youtube.com/shorts/7uEf9ZnSUYM,0:07,2025-06-24T16:23:29Z,norske,channel_country=NO; defaultLanguage=no; Norwegian markers in title/description/channel; found by broad Norway/Norwegian seed query,abonner; den; du; med; norsk; og; på; til; velkommen; å,,144,219,,
1450,1450,NOT_SCANNED,NOT_SCANNED,0,19,Hvor skal brikkene? Lær om former og figurer- Norsk Barnesang- Sang og animasjon for små barn,Lekeplassen Norske Barnesanger,NO,no,no,https://www.youtube.com/shorts/ihua397WuxI,1:50,2024-05-09T05:14:20Z,norsk,channel_country=NO; defaultLanguage=no; defaultAudioLanguage=no; Norwegian markers in title/description/channel; found by broad Norway/Norwegian seed query,abonner; det; dette; du; følg; hva; med; norsk; norske; og; på; å; æ; ø,,171,41,,
1448,1448,NOT_SCANNED,NOT_SCANNED,0,15,Den ærlige GPS-en#Vitser #shorts #Humor #Norsk humor #Latter #Norske vitser #memes #funny,Vitser uten grenser,NO,no,,https://www.youtube.com/shorts/_ZTa2tOzazo,0:07,2026-02-04T19:17:24Z,norske,channel_country=NO; defaultLanguage=no; Norwegian markers in title/description/channel; found by broad Norway/Norwegian seed query,abonner; den; du; med; norsk; og; på; til; velkommen; å; æ,,144,219,,
1443,1443,NOT_SCANNED,NOT_SCANNED,7,19,Keeping up the trend in Sweden (R.I.P Oliver tree) #sverige #norsk #norwegian,Wflo50,NO,no,no,https://www.youtube.com/shorts/9Bb6-U07ZEs,0:14,2026-06-22T07:27:38Z,norsk,channel_country=NO; defaultLanguage=no; defaultAudioLanguage=no; Norwegian markers in title/description/channel; found by broad Norway/Norwegian seed query,jeg; med; og; på; å,,11600,423,,
1438,1438,NOT_SCANNED,NOT_SCANNED,6,15,✈️ Norske Fraser for Reisende – Lær Raskt! 🇳🇴🗣️,My Norwegan Teacher,NO,en,no,https://www.youtube.com/shorts/3jv93EodX6g,2:26,2025-02-14T11:46:59Z,norske,channel_country=NO; defaultAudioLanguage=no; Norwegian markers in title/description/channel; found by broad Norway/Norwegian seed query,abonner; du; hvordan; norge; norsk; norske; og; på; til; å; æ; ø,,8880,275,,
1412,1412,NOT_SCANNED,NOT_SCANNED,0,15,Den minimalistiske samtalen#Vitser #shorts #Humor #Norsk humor #Latter #Norske vitser,Vitser uten grenser,NO,no,,https://www.youtube.com/shorts/ypcrw0To13w,0:07,2025-12-21T11:04:43Z,norske,channel_country=NO; defaultLanguage=no; Norwegian markers in title/description/channel; found by broad Norway/Norwegian seed query,abonner; den; du; med; norsk; og; på; til; velkommen; å,,144,219,,
1411,1411,NOT_SCANNED,NOT_SCANNED,1,15,Den norske vekkerklokken#Vitser #shorts #Humor #Norsk humor #Latter #Norske vitser,Vitser uten grenser,NO,no,,https://www.youtube.com/shorts/rjpPTFxG1_c,0:07,2026-02-26T10:50:02Z,norske,channel_country=NO; defaultLanguage=no; Norwegian markers in title/description/channel; found by broad Norway/Norwegian seed query,abonner; den; du; med; norsk; norske; og; på; til; velkommen; å,,144,219,,
1402,1402,NOT_SCANNED,NOT_SCANNED,0,15,Fisken og nordmannen #Vitser #shorts #Humor #Norsk humor #Latter #Norske vitser,Vitser uten grenser,NO,no,,https://www.youtube.com/shorts/EbNhd1VU7Fk,0:07,2025-09-17T07:50:23Z,norske,channel_country=NO; defaultLanguage=no; Norwegian markers in title/description/channel; found by broad Norway/Norwegian seed query,abonner; du; med; nordmann; norsk; og; på; til; velkommen; å,,144,219,,
1402,1402,NOT_SCANNED,NOT_SCANNED,0,15,Fjellklatreren #Vitser #shorts #Humor #Norsk humor #Latter #Norske vitser,Vitser uten grenser,NO,no,,https://www.youtube.com/shorts/njWJdznM7wY,0:07,2025-07-08T11:01:33Z,norske,channel_country=NO; defaultLanguage=no; Norwegian markers in title/description/channel; found by broad Norway/Norwegian seed query,abonner; du; med; norsk; og; på; til; velkommen; å,,144,219,,
1394,1394,NOT_SCANNED,NOT_SCANNED,0,15,Den smarte elgen #Vitser #shorts #Humor #Norsk humor #Latter #Norske vitser,Vitser uten grenser,NO,no,,https://www.youtube.com/shorts/LRa60jCo2ZE,0:07,2025-06-24T16:23:25Z,norske,channel_country=NO; defaultLanguage=no; Norwegian markers in title/description/channel; found by broad Norway/Norwegian seed query,abonner; den; du; med; norsk; og; på; til; velkommen; å,,144,219,,
1375,1375,NOT_SCANNED,NOT_SCANNED,0,15,Den late nordmannen #Vitser #shorts #Humor #Norsk humor #Latter #Norske vitser,Vitser uten grenser,NO,no,,https://www.youtube.com/shorts/EYPT4PeTlGI,0:07,2025-06-20T07:20:21Z,norske,channel_country=NO; defaultLanguage=no; Norwegian markers in title/description/channel; found by broad Norway/Norwegian seed query,abonner; den; du; med; nordmann; norsk; og; på; til; velkommen; å,,144,219,,
1369,1369,NOT_SCANNED,NOT_SCANNED,0,15,Kaffepausen #Vitser #shorts #Humor #Norsk humor #Latter #Norske vitser,Vitser uten grenser,NO,no,,https://www.youtube.com/shorts/L5NxV3HjS-o,0:07,2025-07-10T11:00:27Z,norske,channel_country=NO; defaultLanguage=no; Norwegian markers in title/description/channel; found by broad Norway/Norwegian seed query,abonner; du; med; norsk; og; på; til; velkommen; å,,144,219,,
1363,1363,NOT_SCANNED,NOT_SCANNED,0,15,Isfiske på tynt is #Vitser #shorts #Humor #Norsk humor #Latter #Norske vitser,Vitser uten grenser,NO,no,,https://www.youtube.com/shorts/Ce9pN3Xapac,0:07,2025-07-14T17:44:17Z,norske,channel_country=NO; defaultLanguage=no; Norwegian markers in title/description/channel; found by broad Norway/Norwegian seed query,abonner; du; med; norsk; og; på; til; velkommen; å,,144,219,,
1362,1362,NOT_SCANNED,NOT_SCANNED,1,15,Den pålitelige bussen#Vitser #shorts #Humor #Norsk humor #Latter #Norske vitser,Vitser uten grenser,NO,no,,https://www.youtube.com/shorts/tGNa29s0QZc,0:07,2026-01-14T10:57:16Z,norske,channel_country=NO; defaultLanguage=no; Norwegian markers in title/description/channel; found by broad Norway/Norwegian seed query,abonner; den; du; med; norsk; og; på; til; velkommen; å,,144,219,,
1361,1361,NOT_SCANNED,NOT_SCANNED,2,5,#norway #tomvnorsku #norsk #norsko #mountains #norway_nature #norwayshorts #norwaynature #priroda,Tom_v_Norsku,,no,,https://www.youtube.com/shorts/UglmEWJDq5s,0:12,2026-06-18T18:28:01Z,norsk,defaultLanguage=no; found by broad Norway/Norwegian seed query,,,120,80,,
1352,1352,NOT_SCANNED,NOT_SCANNED,0,19,Molly og Mi - 👏Alle barna klapper👏 (Norske barnesanger) #barnesanger #barnesangerpånorsk #norsk,Molly og Mi,NO,no,no,https://www.youtube.com/shorts/8DMQugUTd6g,0:24,2024-08-14T12:00:06Z,norske,channel_country=NO; defaultLanguage=no; defaultAudioLanguage=no; Norwegian markers in title/description/channel; found by broad Norway/Norwegian seed query,det; fordi; følg; med; og; på; til; å; æ; ø,,2540,167,,
1351,1351,NOT_SCANNED,NOT_SCANNED,0,19,Indianersangen | En og to og tre indianere | HLB Norske Barnesanger | HLB Barnas Verden,HLB Barnas Verden,NO,no,no,https://www.youtube.com/shorts/Iq8VyvrED4o,1:43,2026-05-15T13:00:36Z,norske,channel_country=NO; defaultLanguage=no; defaultAudioLanguage=no; Norwegian markers in title/description/channel; found by broad Norway/Norwegian seed query,den; der; dette; du; jeg; med; norge; norsk; norske; og; på; til; å; æ; ø,,84200,229,,
1350,1350,NOT_SCANNED,NOT_SCANNED,0,15,Den norske stillheten#Vitser #shorts #Humor #Norsk humor #Latter #Norske vitser,Vitser uten grenser,NO,no,,https://www.youtube.com/shorts/yfuhmOpvnaE,0:07,2026-03-15T12:49:59Z,norske,channel_country=NO; defaultLanguage=no; Norwegian markers in title/description/channel; found by broad Norway/Norwegian seed query,abonner; den; du; med; norsk; norske; og; på; til; velkommen; å,,144,219,,
1347,1347,NOT_SCANNED,NOT_SCANNED,0,15,Den late nordmannen #Vitser #shorts #Humor #Norsk humor #Latter #Norske vitser,Vitser uten grenser,NO,no,,https://www.youtube.com/shorts/eVMZmprJI1g,0:07,2025-08-25T08:22:44Z,norske,channel_country=NO; defaultLanguage=no; Norwegian markers in title/description/channel; found by broad Norway/Norwegian seed query,abonner; den; du; med; nordmann; norsk; og; på; til; velkommen; å,,144,219,,
1346,1346,NOT_SCANNED,NOT_SCANNED,2,19,Isak er helt rå på scooting | Semifinale | Norske talenter,Norske talenter,NO,no,no,https://www.youtube.com/shorts/xt-92AW6ulE,2:06,2024-11-06T15:01:12Z,norske,channel_country=NO; defaultLanguage=no; defaultAudioLanguage=no; Norwegian markers in title/description/channel; found by broad Norway/Norwegian seed query,abonner; følg; norsk; norske; på; å; ø,,11600,466,,
1346,1346,NOT_SCANNED,NOT_SCANNED,0,15,Kaffekoppen #Vitser #shorts #Humor #Norsk humor #Latter #Norske vitser,Vitser uten grenser,NO,no,,https://www.youtube.com/shorts/bzbMbwWGQuI,0:07,2025-07-09T09:01:02Z,norske,channel_country=NO; defaultLanguage=no; Norwegian markers in title/description/channel; found by broad Norway/Norwegian seed query,abonner; du; med; norsk; og; på; til; velkommen; å,,144,219,,
1343,1343,NOT_SCANNED,NOT_SCANNED,1,19,"Michael John fremfører ""Too Good at Goodbyes"" av Sam Smith | Finale | Norske talenter",Norske talenter,NO,no,no,https://www.youtube.com/shorts/1b1uAjhxUdI,2:34,2024-11-27T08:52:23Z,norske,channel_country=NO; defaultLanguage=no; defaultAudioLanguage=no; Norwegian markers in title/description/channel; found by broad Norway/Norwegian seed query,abonner; følg; norsk; norske; på; å; ø,,11600,466,,
1342,1342,NOT_SCANNED,NOT_SCANNED,0,15,Den glemte kaffekoppen #Vitser #shorts #Humor #Norsk humor #Latter #Norske vitser,Vitser uten grenser,NO,no,,https://www.youtube.com/shorts/R1rpMUho5zc,0:07,2025-06-27T06:12:27Z,norske,channel_country=NO; defaultLanguage=no; Norwegian markers in title/description/channel; found by broad Norway/Norwegian seed query,abonner; den; du; med; norsk; og; på; til; velkommen; å,,144,219,,
1341,1341,NOT_SCANNED,NOT_SCANNED,0,15,Den forsiktige værmeldingen #Vitser #shorts #Humor #Norsk humor #Latter #Norske vitser,Vitser uten grenser,NO,no,,https://www.youtube.com/shorts/yJEW1WvwtF0,0:07,2025-12-14T09:19:29Z,norske,channel_country=NO; defaultLanguage=no; Norwegian markers in title/description/channel; found by broad Norway/Norwegian seed query,abonner; den; du; med; norsk; og; på; til; velkommen; å; æ,,144,219,,
1333,1333,NOT_SCANNED,NOT_SCANNED,0,15,På fisketur #Vitser #shorts #Humor #Norsk humor #Latter #Norske vitser,Vitser uten grenser,NO,no,,https://www.youtube.com/shorts/p073q6DXyzo,0:07,2025-07-29T18:21:31Z,norske,channel_country=NO; defaultLanguage=no; Norwegian markers in title/description/channel; found by broad Norway/Norwegian seed query,abonner; du; med; norsk; og; på; til; velkommen; å,,144,219,,
1330,1330,NOT_SCANNED,NOT_SCANNED,0,15,Den smarte sauen #Vitser #shorts #Humor #Norsk humor #Latter #Norske vitser,Vitser uten grenser,NO,no,,https://www.youtube.com/shorts/HfAR4Qobuu4,0:07,2025-08-09T08:17:49Z,norske,channel_country=NO; defaultLanguage=no; Norwegian markers in title/description/channel; found by broad Norway/Norwegian seed query,abonner; den; du; med; norsk; og; på; til; velkommen; å,,144,219,,
1320,1320,NOT_SCANNED,NOT_SCANNED,0,15,Kaffebar i Tromsø #Vitser #shorts #Humor #Norsk humor #Latter #Norske vitser,Vitser uten grenser,NO,no,,https://www.youtube.com/shorts/KI4-ys130Z0,0:07,2025-07-05T06:07:00Z,norske,channel_country=NO; defaultLanguage=no; Norwegian markers in title/description/channel; found by broad Norway/Norwegian seed query,abonner; du; med; norsk; og; på; til; velkommen; å; ø,,144,219,,
1312,1312,NOT_SCANNED,NOT_SCANNED,5,6,The biggest Norwegian songs of all time,AnneTom On Tour,NO,en-US,en-US,https://www.youtube.com/shorts/nR14P3uR9cA,0:50,2026-05-16T10:01:17Z,norsk,channel_country=NO; found by broad Norway/Norwegian seed query,,,59,13,,
1308,1308,NOT_SCANNED,NOT_SCANNED,0,15,Den forsvunne lommeboken #Vitser #shorts #Humor #Norsk humor #Latter #Norske vitser,Vitser uten grenser,NO,no,,https://www.youtube.com/shorts/I7nWRGAicYQ,0:07,2025-06-25T18:31:59Z,norske,channel_country=NO; defaultLanguage=no; Norwegian markers in title/description/channel; found by broad Norway/Norwegian seed query,abonner; den; du; med; norsk; og; på; til; velkommen; å,,144,219,,
1304,1304,NOT_SCANNED,NOT_SCANNED,3,15,Vikingblod (Norway Row Chant) 🇳🇴 - Oljeberget x Katastrofe,Warner Music Norway,NO,en,no,https://www.youtube.com/shorts/xnhSDvzs3ss,2:43,2026-06-23T11:40:49Z,Norge,channel_country=NO; defaultAudioLanguage=no; Norwegian markers in title/description/channel; found by broad Norway/Norwegian seed query,du; norsk; norske; og; å; ø,,31900,380,,
1300,1300,NOT_SCANNED,NOT_SCANNED,0,15,Fjellturisten #Vitser #shorts #Humor #Norsk humor #Latter #Norske vitser,Vitser uten grenser,NO,no,,https://www.youtube.com/shorts/E73-3mVJSXY,0:07,2025-07-06T11:00:33Z,norske,channel_country=NO; defaultLanguage=no; Norwegian markers in title/description/channel; found by broad Norway/Norwegian seed query,abonner; du; med; norsk; og; på; til; velkommen; å,,144,219,,
1295,1295,NOT_SCANNED,NOT_SCANNED,6,8,"Hvordan si ""That was helpful""? #norsk #norwegian #norwegianclass101 #learnnorwegian",Ola Norwegian,PL,en,no,https://www.youtube.com/shorts/B0x7PWYyvV4,0:36,2024-09-14T08:58:14Z,norsk,defaultAudioLanguage=no; Norwegian markers in title/description/channel; found by broad Norway/Norwegian seed query,hvordan; norsk; æ,,7090,383,,
1295,1295,NOT_SCANNED,NOT_SCANNED,0,15,Kaffe i nord #Vitser #shorts #Humor #Norsk humor #Latter #Norske vitser,Vitser uten grenser,NO,no,,https://www.youtube.com/shorts/SV3sw4TR2Jw,0:07,2025-07-07T11:00:51Z,norske,channel_country=NO; defaultLanguage=no; Norwegian markers in title/description/channel; found by broad Norway/Norwegian seed query,abonner; du; med; norsk; og; på; til; velkommen; å,,144,219,,
1292,1292,NOT_SCANNED,NOT_SCANNED,3,10,Det er HELT sykt!! #fortnite #norsk #sprite #rare #gaming #nice #norskgaming,TordenA12,,no,,https://www.youtube.com/shorts/vjZ5RiLzvOc,0:34,2026-06-18T13:43:01Z,norsk,defaultLanguage=no; Norwegian markers in title/description/channel; found by broad Norway/Norwegian seed query,abonner; det; du; jeg; norsk; og; å,,587,234,,
1272,1272,NOT_SCANNED,NOT_SCANNED,0,15,Den gjerrige nordmannen #Vitser #shorts #Humor #Norsk humor #Latter #Norske vitser,Vitser uten grenser,NO,no,,https://www.youtube.com/shorts/3o8BFC30D6Q,0:07,2025-06-26T09:52:32Z,norske,channel_country=NO; defaultLanguage=no; Norwegian markers in title/description/channel; found by broad Norway/Norwegian seed query,abonner; den; du; med; nordmann; norsk; og; på; til; velkommen; å,,144,219,,
1271,1271,NOT_SCANNED,NOT_SCANNED,1,15,Turisten og nordmannen #Vitser #shorts #Humor #Norsk humor #Latter #Norske vitser,Vitser uten grenser,NO,no,,https://www.youtube.com/shorts/j5PNQnSpXoo,0:07,2025-07-04T12:18:38Z,norske,channel_country=NO; defaultLanguage=no; Norwegian markers in title/description/channel; found by broad Norway/Norwegian seed query,abonner; du; med; nordmann; norsk; og; på; til; velkommen; å,,144,219,,
1268,1268,NOT_SCANNED,NOT_SCANNED,0,15,Fiskelykke #Vitser #shorts #Humor #Norsk humor #Latter #Norske vitser,Vitser uten grenser,NO,no,,https://www.youtube.com/shorts/2zyvvbWYqxA,0:07,2025-07-07T09:00:05Z,norske,channel_country=NO; defaultLanguage=no; Norwegian markers in title/description/channel; found by broad Norway/Norwegian seed query,abonner; du; med; norsk; og; på; til; velkommen; å,,144,219,,
1257,1257,NOT_SCANNED,NOT_SCANNED,1,10,Another boring day at the office #javell #norge #crazy #lovelife #mountains #norway,Norwegia bez Drogowskazu,NO,no,,https://www.youtube.com/shorts/1IK3jGnAtUs,0:21,2026-06-20T13:44:02Z,norske,channel_country=NO; defaultLanguage=no; found by broad Norway/Norwegian seed query,,,75,124,,
1230,1230,NOT_SCANNED,NOT_SCANNED,0,15,Den veldig norske motivasjonen#Vitser #shorts #Humor #Norsk humor #Latter #Norske vitser,Vitser uten grenser,NO,no,,https://www.youtube.com/shorts/mkUujTIFjMM,0:07,2026-02-13T11:53:03Z,norske,channel_country=NO; defaultLanguage=no; Norwegian markers in title/description/channel; found by broad Norway/Norwegian seed query,abonner; den; du; med; norsk; norske; og; på; til; velkommen; å,,144,219,,
1207,1207,NOT_SCANNED,NOT_SCANNED,1,15,Den kloke fisken#Vitser #shorts #Humor #Norsk humor #Latter #Norske vitser,Vitser uten grenser,NO,no,,https://www.youtube.com/shorts/VhJrGsr8DHg,0:07,2025-12-10T18:08:49Z,norske,channel_country=NO; defaultLanguage=no; Norwegian markers in title/description/channel; found by broad Norway/Norwegian seed query,abonner; den; du; med; norsk; og; på; til; velkommen; å,,144,219,,
1192,1192,NOT_SCANNED,NOT_SCANNED,8,19,"Den norske medieeliten: Eierskap, nettverk og maktkonsentrasjon",Politikk og kommunikasjon m/ Daniel Haugerud  ,NO,no,no,https://www.youtube.com/shorts/_myUDG8Acew,0:39,2026-03-03T07:50:28Z,norske,channel_country=NO; defaultLanguage=no; defaultAudioLanguage=no; Norwegian markers in title/description/channel; found by broad Norway/Norwegian seed query,abonner; den; ikke; med; norsk; norske; og; på; å; æ; ø,,4710,1615,,
1192,1192,NOT_SCANNED,NOT_SCANNED,0,15,Den smarte nordmannen #Vitser #shorts #Humor #Norsk humor #Latter #Norske vitser,Vitser uten grenser,NO,no,,https://www.youtube.com/shorts/ohDNRfb54C4,0:07,2025-06-22T17:23:33Z,norske,channel_country=NO; defaultLanguage=no; Norwegian markers in title/description/channel; found by broad Norway/Norwegian seed query,abonner; den; du; med; nordmann; norsk; og; på; til; velkommen; å,,144,219,,
1189,1189,NOT_SCANNED,NOT_SCANNED,1,19,Louisa Warwin er en prinsesse på rulleskøyter | Semifinale | Norske talenter,Norske talenter,NO,no,no,https://www.youtube.com/shorts/JuMiGEo8grw,2:00,2024-11-20T06:00:10Z,norske,channel_country=NO; defaultLanguage=no; defaultAudioLanguage=no; Norwegian markers in title/description/channel; found by broad Norway/Norwegian seed query,abonner; det; følg; ikke; med; norsk; norske; og; på; til; å; ø,,11600,466,,
1188,1188,NOT_SCANNED,NOT_SCANNED,0,15,Elgen på kjøkkenet #Vitser #shorts #Humor #Norsk humor #Latter #Norske vitser,Vitser uten grenser,NO,no,,https://www.youtube.com/shorts/KrEndQdySsU,0:07,2025-07-17T17:51:19Z,norske,channel_country=NO; defaultLanguage=no; Norwegian markers in title/description/channel; found by broad Norway/Norwegian seed query,abonner; du; med; norsk; og; på; til; velkommen; å; ø,,144,219,,
1183,1183,NOT_SCANNED,NOT_SCANNED,1,15,Den lure bonden #Vitser #shorts #Humor #Norsk humor #Latter #Norske vitser,Vitser uten grenser,NO,no,,https://www.youtube.com/shorts/T0V1Gn-H6T8,0:07,2025-06-19T07:06:15Z,norske,channel_country=NO; defaultLanguage=no; Norwegian markers in title/description/channel; found by broad Norway/Norwegian seed query,abonner; den; du; med; norsk; og; på; til; velkommen; å,,144,219,,
1175,1175,NOT_SCANNED,NOT_SCANNED,4,19,– Norske iranere hadde forventet mer av Støre,Nettavisen,NO,no,no,https://www.youtube.com/shorts/ZUu5XbRYv1A,1:02,2026-03-11T08:51:07Z,norske,channel_country=NO; defaultLanguage=no; defaultAudioLanguage=no; Norwegian markers in title/description/channel; found by broad Norway/Norwegian seed query,den; dette; hvorfor; med; norge; norsk; norske; og; å; æ; ø,,18600,987,,
1175,1175,NOT_SCANNED,NOT_SCANNED,0,15,Hos tannlegen #Vitser #shorts #Humor #Norsk humor #Latter #Norske vitser,Vitser uten grenser,NO,no,,https://www.youtube.com/shorts/VEwVXOTIgDU,0:07,2025-08-03T17:41:30Z,norske,channel_country=NO; defaultLanguage=no; Norwegian markers in title/description/channel; found by broad Norway/Norwegian seed query,abonner; du; med; norsk; og; på; til; velkommen; å,,144,219,,
1155,1155,NOT_SCANNED,NOT_SCANNED,,19,Jakobs konfirmasjonsdag | Slik kan konfirmasjonsdagen feires i Den norske kirke,Den norske kirke,NO,no,no,https://www.youtube.com/shorts/0gcCrdUxxTI,1:37,2025-09-29T15:35:03Z,norske,channel_country=NO; defaultLanguage=no; defaultAudioLanguage=no; Norwegian markers in title/description/channel; found by broad Norway/Norwegian seed query,den; der; du; norsk; norske; og; på; til; velkommen; å; ø,,1520,598,,
1152,1152,NOT_SCANNED,NOT_SCANNED,0,15,Elgen i hagen #Vitser #shorts #Humor #Norsk humor #Latter #Norske vitser,Vitser uten grenser,NO,no,,https://www.youtube.com/shorts/PT0joFMyeXs,0:07,2025-07-14T17:44:02Z,norske,channel_country=NO; defaultLanguage=no; Norwegian markers in title/description/channel; found by broad Norway/Norwegian seed query,abonner; du; med; norsk; og; på; til; velkommen; å,,144,219,,
1130,1130,NOT_SCANNED,NOT_SCANNED,2,15,Gang Beasts Funny 3 (Norsk) #gaming #funny #gangbeasts,ApeGameren,NO,en,no,https://www.youtube.com/shorts/tPPGnfOgdpc,1:35,2026-06-03T13:39:07Z,norsk,channel_country=NO; defaultAudioLanguage=no; Norwegian markers in title/description/channel; found by broad Norway/Norwegian seed query,jeg; med; og; til; å; ø,,29,22,,
1121,1121,NOT_SCANNED,NOT_SCANNED,1,9,Norske Soldater under krigen i Afghanistan,Den skandinaviska rapporten,SE,sv,no,https://www.youtube.com/shorts/py4U_s2z0as,0:33,2025-01-06T11:01:06Z,norske,defaultAudioLanguage=no; Norwegian markers in title/description/channel; found by broad Norway/Norwegian seed query,den; norsk; norske; æ,,20,76,,
1104,1104,NOT_SCANNED,NOT_SCANNED,0,8,When people use verb GÅ 🇳🇴 wrong 😄TikTok: @alisa_ekte_norsk #norsk #norway #norwegian #norskkurs,Ekte Norsk,,no,,https://www.youtube.com/shorts/iTeD59RjWrs,0:12,2025-10-30T09:49:03Z,norsk,defaultLanguage=no; Norwegian markers in title/description/channel; found by broad Norway/Norwegian seed query,norsk; på; å,,128,22,,
1102,1102,NOT_SCANNED,NOT_SCANNED,0,15,Fisketuren #Vitser #shorts #Humor #Norsk humor #Latter #Norske vitser,Vitser uten grenser,NO,no,,https://www.youtube.com/shorts/yFk0EqojdOU,0:07,2025-08-12T18:35:28Z,norske,channel_country=NO; defaultLanguage=no; Norwegian markers in title/description/channel; found by broad Norway/Norwegian seed query,abonner; du; med; norsk; og; på; til; velkommen; å,,144,219,,
